user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level
92,Weekday,Bike,14.38,6.51,50,Non-Veg,2.4,0.58,1,8.47,Medium
92,Weekday,Walk,8.88,10.0,100,Mixed,4.6,1.06,3,3.57,Low
92,Weekend,Bike,10.58,6.17,25,Mixed,6.3,1.21,0,8.74,Medium
92,Weekend,Walk,4.51,7.31,25,Mixed,3.2,0.82,1,8.58,Medium
92,Weekend,Bus,6.48,6.42,75,Mixed,3.1,1.22,1,6.4,Medium
92,Weekend,Walk,10.0,7.81,0,Non-Veg,6.8,0.36,1,11.94,High
93,Weekend,Bus,5.78,6.13,25,Mixed,8.4,0.77,3,7.46,Medium
93,Weekday,EV,18.55,6.22,50,Non-Veg,2.6,0.63,2,8.75,Medium
93,Weekend,Bus,0.5,7.9,75,Veg,3.4,0.69,0,4.49,Low
93,Weekend,Car,11.05,5.55,0,Veg,5.3,0.74,1,9.36,Medium
93,Weekday,Bike,10.81,5.08,0,Non-Veg,7.5,0.34,0,10.07,Medium
93,Weekday,Car,11.36,6.35,0,Mixed,8.9,0.61,1,11.43,High
93,Weekday,Bike,11.6,7.28,50,Mixed,8.9,0.45,0,7.03,Medium
94,Weekday,Walk,15.93,4.17,50,Mixed,5.0,0.28,0,5.55,Low
94,Weekend,Car,7.58,4.82,25,Non-Veg,5.7,0.1,2,9.37,Medium
94,Weekend,Bus,4.02,5.56,100,Veg,5.6,0.54,1,2.57,Low
94,Weekday,Bus,5.41,5.43,0,Non-Veg,4.8,0.35,0,10.8,Medium
94,Weekend,Bus,6.6,5.23,0,Veg,4.2,0.1,0,6.94,Medium
94,Weekday,Car,11.36,5.12,25,Veg,8.4,0.44,0,8.06,Medium
94,Weekend,EV,6.1,7.68,50,Veg,9.0,0.41,0,5.89,Low
95,Weekday,EV,2.43,7.66,0,Non-Veg,8.8,0.71,1,12.33,High
95,Weekday,Bus,16.71,9.5,25,Veg,8.9,0.8,1,9.74,Medium
95,Weekend,Bike,3.56,7.05,25,Mixed,4.4,1.0,2,8.24,Medium
95,Weekday,Bike,10.61,8.07,0,Mixed,3.6,0.61,1,10.44,Medium
95,Weekday,EV,0.5,7.2,100,Non-Veg,6.0,0.93,2,5.83,Low
95,Weekday,Walk,12.8,5.97,25,Non-Veg,8.1,0.54,0,9.82,Medium
95,Weekday,Bike,9.0,3.89,75,Non-Veg,8.8,0.34,2,5.9,Low
96,Weekday,Bike,9.61,4.02,0,Veg,5.4,0.56,1,5.56,Low
96,Weekday,Bus,6.72,3.03,25,Mixed,8.9,0.96,2,6.25,Medium
96,Weekday,Walk,7.56,6.03,25,Non-Veg,7.2,0.84,0,10.21,Medium
96,Weekend,Bus,5.44,9.02,0,Mixed,2.9,0.69,2,11.36,High
96,Weekday,Car,7.52,5.08,0,Non-Veg,4.9,0.64,1,11.61,High
96,Weekday,Bike,6.77,3.98,100,Mixed,8.7,0.67,0,4.31,Low
96,Weekday,Bike,14.93,4.8,25,Mixed,7.4,0.62,2,6.4,Medium
97,Weekend,Car,4.41,6.37,50,Non-Veg,2.1,0.43,2,8.76,Medium
97,Weekend,Bus,2.34,5.6,25,Non-Veg,7.1,0.96,2,9.48,Medium
97,Weekday,EV,16.34,9.56,75,Veg,3.1,0.86,0,5.65,Low
97,Weekday,EV,18.23,2.96,25,Mixed,8.2,0.72,2,6.11,Medium
97,Weekday,Bike,4.14,6.52,0,Veg,5.5,0.55,1,7.61,Medium
97,Weekday,Bike,8.62,5.59,50,Mixed,7.7,0.84,1,6.4,Medium
97,Weekend,Walk,10.14,7.48,25,Veg,6.5,1.12,0,7.94,Medium
98,Weekday,Bus,2.03,6.28,0,Mixed,5.8,0.6,0,9.53,Medium
98,Weekend,Walk,9.98,7.66,0,Mixed,2.7,0.28,0,10.12,Medium
98,Weekend,EV,14.17,8.1,75,Veg,6.4,0.83,0,5.22,Low
98,Weekend,Bike,3.57,5.77,0,Non-Veg,4.7,0.79,2,10.38,Medium
98,Weekend,EV,8.34,4.88,50,Non-Veg,4.4,0.95,1,8.57,Medium
98,Weekday,Bus,13.28,6.2,0,Mixed,6.9,0.91,2,9.94,Medium
98,Weekday,Bus,14.05,7.38,50,Mixed,2.9,0.97,3,7.62,Medium
99,Weekday,Car,16.33,3.52,50,Veg,5.2,0.49,2,6.66,Medium
99,Weekday,EV,9.46,4.82,0,Veg,8.8,0.12,1,6.07,Medium
99,Weekend,EV,11.48,2.39,50,Veg,7.0,0.33,0,3.83,Low
99,Weekend,Bike,1.47,3.76,25,Veg,8.1,0.53,2,4.15,Low
99,Weekday,Walk,12.91,3.33,75,Veg,3.7,0.74,1,3.17,Low
99,Weekday,Bike,10.91,2.0,0,Mixed,8.4,0.55,2,5.0,Low
99,Weekend,Walk,5.15,6.47,0,Veg,5.8,0.55,1,7.56,Medium
100,Weekend,Car,4.72,6.95,0,Veg,2.3,0.63,2,8.64,Medium
100,Weekday,Car,16.38,2.0,0,Non-Veg,2.2,0.72,2,10.64,Medium
100,Weekday,EV,17.59,3.83,0,Veg,2.9,0.34,4,4.65,Low
100,Weekday,EV,19.47,7.12,50,Non-Veg,6.9,0.7,0,10.03,Medium
100,Weekday,Car,13.8,2.37,100,Non-Veg,2.2,0.78,1,8.93,Medium
100,Weekend,Walk,2.62,5.87,0,Mixed,5.5,0.65,2,8.3,Medium
100,Weekend,Bike,3.69,2.65,0,Veg,6.8,0.7,2,4.22,Low
101,Weekday,Bus,12.92,5.73,0,Non-Veg,4.1,0.85,0,12.26,High
101,Weekday,Bike,4.18,5.43,75,Mixed,2.7,0.75,2,4.72,Low
101,Weekend,EV,5.8,6.69,75,Veg,6.7,0.49,1,3.8,Low
101,Weekend,EV,3.64,8.26,0,Non-Veg,2.9,0.61,1,12.75,High
101,Weekend,Bus,11.39,3.54,25,Non-Veg,6.7,0.88,0,9.65,Medium
101,Weekend,EV,11.87,5.72,75,Mixed,6.0,0.57,2,5.03,Low
101,Weekday,Bike,16.36,7.97,100,Non-Veg,8.9,0.46,1,5.65,Low
102,Weekend,Car,9.18,6.62,50,Non-Veg,5.0,0.97,1,10.91,Medium
102,Weekend,Bike,7.48,8.06,0,Non-Veg,2.5,0.9,2,12.39,High
102,Weekday,Bike,11.08,9.62,0,Non-Veg,7.8,0.53,0,14.03,High
102,Weekday,Car,7.72,10.1,25,Veg,2.8,0.98,1,10.61,Medium
102,Weekend,Car,3.72,8.54,100,Non-Veg,8.4,0.57,2,6.17,Medium
102,Weekday,Bus,9.97,5.48,0,Veg,3.9,0.73,0,8.17,Medium
102,Weekday,EV,16.66,4.89,0,Veg,8.9,1.18,1,7.7,Medium
103,Weekday,Bike,14.9,4.7,25,Veg,7.9,0.87,1,5.54,Low
103,Weekday,Walk,10.16,6.91,0,Non-Veg,4.5,0.24,2,10.66,Medium
103,Weekend,Walk,4.89,6.78,50,Non-Veg,6.2,0.48,2,8.05,Medium
103,Weekend,EV,9.75,3.13,50,Mixed,4.2,0.39,1,5.24,Low
103,Weekend,EV,4.94,6.32,50,Veg,3.0,0.29,1,4.73,Low
103,Weekend,Bike,15.1,7.43,25,Veg,7.1,0.4,0,7.05,Medium
103,Weekday,Car,13.43,6.72,0,Mixed,3.7,0.74,1,12.32,High
104,Weekend,Car,7.7,6.25,25,Non-Veg,3.4,1.24,1,12.05,High
104,Weekend,Bus,5.97,7.64,25,Veg,6.0,1.2,1,8.22,Medium
104,Weekday,Bike,10.44,7.03,0,Veg,8.4,0.58,2,7.66,Medium
104,Weekday,Bike,14.81,11.2,0,Mixed,4.6,0.9,2,12.97,High
104,Weekend,Car,2.79,6.74,75,Veg,7.0,0.62,1,4.31,Low
104,Weekday,EV,7.06,9.04,25,Non-Veg,2.8,0.6,3,10.87,Medium
104,Weekend,EV,8.93,5.21,100,Veg,4.7,0.7,2,2.39,Low
105,Weekend,Bike,3.39,2.17,0,Veg,2.1,0.34,0,4.18,Low
105,Weekday,EV,7.01,6.77,0,Mixed,3.1,0.7,2,9.37,Medium
105,Weekend,Bus,0.5,6.79,25,Veg,7.4,0.51,2,6.03,Medium
105,Weekend,Car,10.97,6.78,75,Mixed,2.6,0.58,3,6.69,Medium
105,Weekday,Bus,13.64,5.7,0,Non-Veg,8.7,1.07,1,12.15,High
105,Weekend,Car,10.74,6.36,50,Non-Veg,7.8,0.61,0,11.1,High
105,Weekend,EV,0.5,8.86,25,Non-Veg,2.5,0.6,2,10.89,Medium
106,Weekend,Bike,13.99,6.78,50,Mixed,3.1,0.74,2,6.36,Medium
106,Weekend,EV,0.54,7.8,75,Non-Veg,7.7,0.76,2,7.23,Medium
106,Weekend,Car,7.66,10.13,0,Non-Veg,4.9,1.17,2,16.02,High
106,Weekend,Car,5.06,5.8,75,Mixed,2.9,0.66,1,6.14,Medium
106,Weekday,Bike,13.18,5.34,50,Non-Veg,3.6,0.91,2,7.98,Medium
106,Weekend,Walk,7.04,8.38,0,Mixed,5.0,0.86,1,11.0,High
106,Weekday,EV,8.64,8.98,75,Mixed,5.6,0.77,2,5.81,Low
107,Weekend,Bus,0.5,5.78,25,Veg,7.9,0.78,1,6.13,Medium
107,Weekday,Walk,16.67,4.54,50,Mixed,5.4,0.93,1,6.08,Medium
107,Weekday,EV,8.46,6.32,25,Non-Veg,4.1,0.84,1,10.33,Medium
107,Weekday,Car,11.45,5.9,100,Veg,4.6,0.44,0,4.93,Low
107,Weekend,Bike,4.95,4.38,50,Mixed,3.4,1.13,1,6.25,Medium
107,Weekend,Bus,4.32,8.44,0,Non-Veg,8.0,0.69,0,13.59,High
107,Weekend,Bike,4.63,8.81,50,Mixed,4.2,0.84,0,8.12,Medium
108,Weekend,Car,0.69,6.13,25,Non-Veg,3.9,0.53,3,8.85,Medium
108,Weekend,Bus,4.49,5.17,0,Veg,2.0,0.58,0,7.29,Medium
108,Weekday,Walk,17.96,4.06,25,Veg,7.3,0.42,1,4.6,Low
108,Weekday,EV,14.74,4.65,50,Veg,7.6,0.14,0,4.66,Low
108,Weekday,Bike,9.88,5.44,0,Non-Veg,5.6,0.65,2,9.94,Medium
108,Weekday,Bike,16.73,9.12,0,Non-Veg,2.4,0.75,0,13.88,High
108,Weekend,Car,9.8,4.41,0,Mixed,3.7,0.63,1,9.52,Medium
109,Weekend,Car,6.76,5.89,0,Mixed,3.0,0.72,0,10.62,Medium
109,Weekday,Bike,9.91,6.04,25,Mixed,5.9,0.95,0,8.35,Medium
109,Weekend,Bike,3.57,4.13,25,Veg,3.5,0.56,0,5.21,Low
109,Weekday,Walk,15.87,6.76,50,Mixed,7.5,0.54,2,6.11,Medium
109,Weekday,EV,14.53,5.11,0,Mixed,2.5,0.54,2,8.12,Medium
109,Weekend,EV,12.44,4.14,0,Veg,5.5,0.36,0,6.32,Medium
109,Weekday,EV,5.25,3.94,50,Veg,7.6,0.62,1,4.17,Low
110,Weekday,Walk,7.93,5.45,25,Non-Veg,2.7,0.95,1,9.59,Medium
110,Weekend,Bike,11.33,3.72,75,Veg,5.9,0.74,4,2.05,Low
110,Weekend,Bus,1.48,10.07,50,Veg,6.2,0.89,0,7.31,Medium
110,Weekday,EV,14.61,8.66,0,Veg,5.2,0.72,0,10.56,Medium
110,Weekend,Car,1.97,9.05,50,Veg,6.6,0.39,1,6.19,Medium
110,Weekend,Car,6.01,9.29,100,Veg,2.7,1.02,2,3.69,Low
110,Weekend,Car,0.5,11.04,50,Mixed,3.8,1.07,2,8.61,Medium
111,Weekend,Bus,12.12,7.83,50,Mixed,3.5,1.05,2,8.14,Medium
111,Weekday,Bike,12.79,6.6,100,Non-Veg,4.2,0.63,2,5.46,Low
111,Weekend,EV,6.89,6.44,0,Non-Veg,7.5,0.69,1,11.48,High
111,Weekend,EV,0.5,3.45,25,Veg,5.7,0.65,1,4.52,Low
111,Weekend,Walk,14.17,7.7,0,Veg,3.9,0.87,2,8.55,Medium
111,Weekend,Bike,7.12,7.52,25,Non-Veg,4.5,1.32,0,11.71,High
111,Weekday,Bus,8.49,2.85,0,Mixed,2.3,0.9,1,7.19,Medium
112,Weekday,EV,19.13,6.12,25,Non-Veg,4.0,0.71,0,10.88,Medium
112,Weekend,Bus,11.38,9.21,75,Veg,4.9,0.77,3,4.52,Low
112,Weekend,Walk,4.69,5.88,25,Mixed,8.4,0.81,2,7.29,Medium
112,Weekday,Bus,12.62,7.6,0,Mixed,5.3,0.77,1,11.26,High
112,Weekday,EV,5.6,5.02,25,Veg,7.8,0.71,1,5.77,Low
112,Weekday,Walk,14.92,7.85,100,Non-Veg,8.2,0.95,0,6.64,Medium
112,Weekday,Bike,21.58,6.42,50,Non-Veg,5.9,0.48,1,8.31,Medium
113,Weekday,Car,11.32,4.77,50,Mixed,6.9,0.31,2,7.41,Medium
113,Weekday,Car,11.91,5.83,75,Non-Veg,2.4,0.78,1,9.74,Medium
113,Weekend,Bus,6.52,2.66,75,Non-Veg,2.3,0.92,1,7.26,Medium
113,Weekend,Car,4.44,2.81,75,Veg,7.3,0.48,2,3.28,Low
113,Weekday,Walk,7.28,5.84,75,Veg,7.4,0.85,4,2.62,Low
113,Weekend,Walk,0.5,9.37,0,Mixed,2.9,1.14,1,12.15,High
113,Weekday,EV,12.35,5.47,25,Mixed,8.8,0.58,3,6.85,Medium
114,Weekday,EV,11.89,2.85,0,Mixed,4.4,0.97,0,7.47,Medium
114,Weekend,Car,7.25,5.59,0,Veg,7.7,0.64,0,8.87,Medium
114,Weekday,EV,9.31,7.2,50,Veg,8.8,0.72,3,5.0,Low
114,Weekday,Bus,7.71,5.5,25,Mixed,5.4,0.62,2,7.44,Medium
114,Weekday,Car,6.38,6.7,0,Non-Veg,4.9,0.93,0,13.46,High
114,Weekend,Bus,4.97,5.23,0,Non-Veg,7.5,0.57,0,10.87,Medium
114,Weekend,Bus,5.94,6.41,75,Non-Veg,8.0,0.76,1,7.8,Medium
115,Weekday,EV,13.57,7.83,25,Veg,3.6,0.91,1,8.06,Medium
115,Weekend,Bike,8.92,5.77,50,Veg,3.3,0.69,0,5.19,Low
115,Weekday,Bike,10.3,8.92,75,Non-Veg,5.9,0.98,2,7.7,Medium
115,Weekend,Car,1.29,7.95,100,Mixed,3.9,0.71,1,4.23,Low
115,Weekend,Bike,6.55,12.27,0,Mixed,5.1,0.87,1,14.21,High
115,Weekday,EV,3.7,8.45,25,Veg,2.4,1.01,2,7.76,Medium
115,Weekday,Walk,8.03,6.02,25,Veg,3.1,1.09,1,6.61,Medium
116,Weekday,Bike,8.0,5.49,0,Non-Veg,8.2,0.67,0,10.8,Medium
116,Weekday,Car,13.84,6.12,0,Veg,4.6,0.86,2,10.16,Medium
116,Weekend,Bike,6.72,4.06,25,Non-Veg,2.3,1.01,0,9.21,Medium
116,Weekday,EV,11.09,8.3,0,Mixed,4.7,0.75,0,11.66,High
116,Weekday,Bus,14.48,5.12,75,Mixed,6.1,0.56,2,5.58,Low
116,Weekend,Bike,6.42,8.21,0,Non-Veg,2.9,0.81,1,12.81,High
116,Weekday,Bike,12.24,4.32,0,Veg,2.7,0.83,1,6.14,Medium
117,Weekend,EV,13.14,5.56,0,Mixed,4.8,1.23,1,9.67,Medium
117,Weekday,EV,7.71,6.62,25,Mixed,6.9,0.84,1,8.48,Medium
117,Weekday,Bike,13.23,9.26,50,Non-Veg,4.4,0.68,0,10.11,Medium
117,Weekend,EV,9.35,8.38,50,Veg,5.5,0.58,1,6.11,Medium
117,Weekend,Bike,9.51,5.18,75,Mixed,6.8,0.57,0,5.24,Low
117,Weekend,EV,9.26,4.7,0,Mixed,4.2,0.35,0,8.14,Medium
117,Weekday,Car,14.45,2.43,25,Veg,4.4,0.74,1,7.01,Medium
118,Weekday,Walk,13.16,8.85,0,Mixed,2.4,0.69,0,11.59,High
118,Weekday,Car,13.44,8.62,0,Mixed,5.9,1.23,0,14.86,High
118,Weekend,Bike,7.5,6.14,50,Non-Veg,2.1,0.96,1,8.77,Medium
118,Weekday,EV,8.9,7.02,50,Non-Veg,3.5,1.01,2,9.14,Medium
118,Weekend,Bus,8.4,8.9,0,Mixed,6.0,0.7,1,11.91,High
118,Weekend,Bike,4.46,3.52,75,Veg,8.5,1.21,1,3.77,Low
118,Weekday,Car,14.25,8.26,75,Mixed,8.0,0.61,1,8.51,Medium
119,Weekend,Bus,2.96,4.01,50,Non-Veg,2.5,0.62,1,7.73,Medium
119,Weekday,Bus,16.93,4.59,100,Non-Veg,7.7,0.62,1,7.2,Medium
119,Weekend,Walk,5.23,6.75,0,Non-Veg,5.9,0.89,3,10.9,Medium
119,Weekday,Bike,12.84,6.63,0,Non-Veg,2.6,0.32,0,11.33,High
119,Weekend,EV,10.9,5.45,25,Non-Veg,9.0,0.47,0,9.85,Medium
119,Weekend,Walk,2.1,4.85,50,Veg,8.3,0.51,1,4.21,Low
119,Weekday,Walk,10.61,7.16,0,Veg,8.1,0.46,1,8.03,Medium
120,Weekday,Walk,13.71,7.32,0,Veg,4.5,0.79,1,8.56,Medium
120,Weekend,Walk,10.55,5.21,75,Non-Veg,8.6,0.88,2,6.83,Medium
120,Weekend,Bike,7.42,3.91,25,Non-Veg,4.0,0.62,1,8.25,Medium
120,Weekend,Walk,6.25,5.18,0,Non-Veg,2.8,0.76,2,9.86,Medium
120,Weekday,Walk,6.01,3.54,0,Mixed,7.4,0.64,0,7.17,Medium
120,Weekend,Bus,1.62,6.73,0,Mixed,8.5,0.89,1,9.81,Medium
120,Weekend,EV,8.96,7.95,0,Non-Veg,3.5,0.69,1,12.8,High
121,Weekend,Walk,6.1,5.96,75,Mixed,8.3,0.8,1,5.28,Low
121,Weekend,Walk,1.88,6.91,25,Non-Veg,6.2,0.62,0,10.5,Medium
121,Weekend,Bus,6.41,7.82,0,Non-Veg,4.3,0.6,2,12.35,High
121,Weekday,Bus,15.21,7.67,0,Mixed,4.7,0.72,0,11.87,High
121,Weekday,Walk,14.14,7.72,25,Non-Veg,2.6,0.57,2,10.14,Medium
121,Weekday,Bus,16.6,8.61,0,Mixed,7.4,0.75,0,12.78,High
121,Weekday,EV,10.47,4.0,75,Non-Veg,8.5,0.77,0,7.66,Medium
122,Weekend,Bike,1.28,7.7,75,Veg,4.7,0.69,3,3.2,Low
122,Weekend,Walk,2.92,2.84,0,Mixed,3.4,0.73,0,6.7,Medium
122,Weekend,Car,4.62,6.79,25,Mixed,4.9,0.78,1,9.18,Medium
122,Weekend,Walk,3.21,4.32,0,Veg,4.7,0.75,2,5.64,Low
122,Weekend,Bike,9.07,6.61,50,Mixed,2.3,0.42,1,6.32,Medium
122,Weekday,Bike,15.9,8.56,0,Non-Veg,2.7,0.5,2,12.31,High
122,Weekday,Bus,11.19,6.01,0,Mixed,7.7,1.02,2,9.75,Medium
123,Weekend,Walk,3.87,6.93,0,Mixed,8.2,0.2,0,9.43,Medium
123,Weekend,Bike,0.84,5.37,25,Non-Veg,6.7,0.95,3,8.74,Medium
123,Weekday,Car,12.54,7.01,0,Non-Veg,2.9,0.65,2,13.86,High
123,Weekend,Bus,10.09,5.11,25,Non-Veg,5.8,0.76,2,9.56,Medium
123,Weekend,Bike,6.66,3.75,75,Veg,7.8,0.63,1,3.13,Low
123,Weekend,Car,9.37,5.83,75,Veg,6.1,0.7,2,5.2,Low
123,Weekday,Car,10.32,6.44,0,Mixed,7.8,0.59,1,11.26,High
124,Weekend,Bus,10.9,2.86,0,Mixed,7.6,0.36,0,7.14,Medium
124,Weekend,Bike,6.08,2.0,75,Mixed,3.7,0.45,4,2.85,Low
124,Weekday,EV,9.42,3.91,0,Non-Veg,8.9,0.99,1,9.87,Medium
124,Weekend,Car,1.07,5.92,25,Non-Veg,6.1,0.73,0,10.24,Medium
124,Weekend,EV,5.21,7.26,50,Mixed,7.5,0.1,1,6.4,Medium
124,Weekday,EV,17.81,2.87,0,Non-Veg,3.4,0.7,2,8.61,Medium
124,Weekday,Bus,11.86,2.32,75,Mixed,3.7,0.48,4,3.91,Low
125,Weekend,EV,7.09,5.21,0,Non-Veg,5.5,0.75,1,10.55,Medium
125,Weekday,Bike,10.5,5.8,25,Non-Veg,3.3,0.86,2,9.29,Medium
125,Weekday,EV,8.64,9.19,50,Non-Veg,5.0,1.25,0,11.12,High
125,Weekday,EV,11.07,9.14,0,Mixed,2.6,1.13,0,12.79,High
125,Weekend,Bike,6.9,7.91,0,Non-Veg,4.5,1.05,0,13.24,High
125,Weekday,Bike,13.28,7.74,0,Non-Veg,3.4,0.76,2,11.96,High
125,Weekday,Bike,13.94,6.42,25,Veg,7.0,0.78,0,6.89,Medium
126,Weekday,Bus,15.07,6.39,25,Mixed,8.4,0.62,0,9.39,Medium
126,Weekend,Walk,10.15,6.23,25,Mixed,5.4,0.67,2,7.34,Medium
126,Weekday,Walk,10.7,9.65,0,Veg,5.4,0.62,3,9.45,Medium
126,Weekend,Walk,7.41,5.22,0,Mixed,8.5,0.9,0,8.85,Medium
126,Weekend,Bike,9.3,9.81,50,Mixed,2.7,0.51,2,7.33,Medium
126,Weekday,Bike,12.3,8.44,25,Mixed,4.2,1.03,1,9.52,Medium
126,Weekday,Bike,14.25,7.99,0,Veg,8.0,0.91,1,9.24,Medium
127,Weekday,Bus,16.04,4.99,25,Veg,7.2,0.58,2,6.25,Medium
127,Weekday,Bus,8.31,2.21,25,Veg,7.5,0.59,1,4.34,Low
127,Weekday,Bike,12.65,6.41,25,Veg,5.5,0.83,1,6.54,Medium
127,Weekday,Car,20.28,5.88,25,Mixed,2.9,0.5,3,10.77,Medium
127,Weekday,EV,12.23,3.05,0,Veg,8.5,0.48,1,5.16,Low
127,Weekday,Walk,9.05,4.69,0,Non-Veg,3.9,0.88,1,10.0,Medium
127,Weekday,Bus,16.72,8.68,50,Mixed,8.6,0.48,1,8.57,Medium
128,Weekend,EV,4.49,7.51,0,Veg,5.1,1.02,0,9.56,Medium
128,Weekend,Car,0.5,8.69,25,Veg,6.3,0.97,3,7.42,Medium
128,Weekend,Car,9.41,4.45,0,Non-Veg,6.7,0.95,1,11.87,High
128,Weekend,Bike,7.45,8.28,75,Non-Veg,3.9,0.84,1,7.81,Medium
128,Weekend,Car,8.57,4.78,0,Mixed,6.7,0.82,0,10.21,Medium
128,Weekend,EV,4.21,5.51,25,Non-Veg,4.5,0.93,1,9.77,Medium
128,Weekday,Bus,11.79,9.54,0,Veg,2.7,0.86,2,11.0,Medium
129,Weekday,Car,13.35,2.61,0,Mixed,5.5,0.16,3,7.43,Medium
129,Weekend,EV,7.47,4.36,0,Veg,8.8,0.32,0,6.26,Medium
129,Weekday,EV,2.92,4.02,50,Veg,2.9,0.18,1,3.58,Low
129,Weekend,Bus,3.95,6.13,0,Veg,8.8,0.38,1,7.4,Medium
129,Weekend,Car,3.65,4.06,100,Mixed,2.3,0.37,1,4.31,Low
129,Weekend,EV,13.9,2.0,50,Non-Veg,2.5,1.08,0,8.17,Medium
129,Weekend,Car,8.79,2.89,0,Veg,6.0,0.6,2,6.14,Medium
130,Weekend,Bus,4.58,5.87,75,Non-Veg,4.8,1.01,2,7.48,Medium
130,Weekday,EV,10.68,2.0,25,Mixed,6.9,0.55,0,5.82,Low
130,Weekend,Bus,7.77,10.62,0,Non-Veg,7.3,0.54,2,14.67,High
130,Weekend,Bus,7.52,6.29,25,Non-Veg,5.8,0.57,1,10.26,Medium
130,Weekday,Walk,16.77,2.72,75,Veg,6.7,0.65,1,2.94,Low
130,Weekend,EV,2.22,5.51,0,Veg,5.7,0.9,0,7.69,Medium
130,Weekend,Bus,0.5,2.79,100,Veg,5.9,0.54,1,2.28,Low
131,Weekend,Walk,13.45,2.84,0,Non-Veg,7.7,0.18,0,8.04,Medium
131,Weekday,EV,13.16,2.56,0,Non-Veg,6.8,0.69,1,8.55,Medium
131,Weekday,Walk,7.09,3.48,50,Mixed,8.8,0.6,1,5.25,Low
131,Weekday,Bus,7.21,5.84,25,Non-Veg,5.8,0.42,1,9.77,Medium
131,Weekend,Walk,6.97,3.69,0,Non-Veg,6.8,0.25,1,8.43,Medium
131,Weekend,Car,0.5,4.0,50,Veg,6.7,0.4,0,4.23,Low
131,Weekend,Car,0.5,4.22,0,Non-Veg,2.2,0.5,0,9.66,Medium
132,Weekday,Car,12.87,5.81,0,Mixed,2.9,0.43,1,11.08,High
132,Weekday,EV,13.95,8.39,0,Veg,6.6,0.63,1,9.79,Medium
132,Weekday,EV,7.94,6.97,100,Veg,6.3,0.66,1,2.71,Low
132,Weekend,Walk,5.43,2.17,25,Mixed,8.4,0.33,2,4.43,Low
132,Weekend,Bus,0.5,2.38,75,Mixed,2.3,0.82,2,4.22,Low
132,Weekday,Walk,20.37,5.14,0,Mixed,8.1,0.21,0,7.97,Medium
132,Weekday,Car,9.3,4.89,25,Mixed,6.8,0.1,2,7.78,Medium
133,Weekday,Car,11.06,5.5,0,Non-Veg,6.0,0.96,2,12.68,High
133,Weekday,Bike,7.6,7.4,75,Non-Veg,4.9,0.62,1,7.36,Medium
133,Weekend,EV,7.01,5.49,75,Mixed,4.0,0.98,0,6.08,Medium
133,Weekday,Walk,9.29,7.29,25,Non-Veg,7.1,0.37,1,10.02,Medium
133,Weekend,Walk,10.98,11.12,50,Veg,3.8,0.83,3,6.36,Medium
133,Weekday,Bus,5.82,4.11,0,Mixed,2.4,0.53,2,7.17,Medium
133,Weekday,Bike,14.81,6.16,50,Mixed,8.6,1.18,1,7.04,Medium
134,Weekday,Walk,8.1,5.88,25,Mixed,7.7,0.4,2,6.8,Medium
134,Weekend,Car,6.01,9.07,75,Mixed,8.4,0.66,1,7.01,Medium
134,Weekend,Bus,4.49,6.35,50,Mixed,8.4,0.44,2,6.19,Medium
134,Weekend,EV,13.97,6.53,25,Non-Veg,7.1,0.52,0,10.7,Medium
134,Weekend,Car,6.16,6.72,75,Mixed,2.8,0.83,1,6.77,Medium
134,Weekend,Bike,9.75,3.62,0,Non-Veg,6.1,0.62,1,8.81,Medium
134,Weekday,Bus,14.56,3.12,0,Veg,4.2,0.91,0,6.81,Medium
135,Weekend,Walk,0.5,6.4,25,Mixed,4.2,1.09,1,8.34,Medium
135,Weekday,Car,11.25,7.7,50,Veg,8.2,1.26,2,8.23,Medium
135,Weekend,Car,15.97,6.95,0,Non-Veg,8.9,0.81,1,15.12,High
135,Weekday,Bike,12.47,3.91,25,Veg,3.8,0.75,0,5.31,Low
135,Weekend,Bus,6.6,10.98,0,Veg,4.2,0.73,0,12.4,High
135,Weekend,EV,6.61,8.92,50,Mixed,6.7,1.03,2,7.86,Medium
135,Weekday,Walk,17.18,8.47,25,Mixed,4.5,1.04,2,9.16,Medium
136,Weekend,Bike,0.63,8.76,25,Veg,5.6,0.85,3,7.2,Medium
136,Weekday,EV,21.28,8.06,25,Non-Veg,2.7,0.97,1,12.07,High
136,Weekday,Car,15.3,6.36,25,Veg,8.6,0.92,1,9.83,Medium
136,Weekday,EV,7.71,9.32,0,Non-Veg,9.0,0.96,1,14.2,High
136,Weekend,Walk,11.12,7.07,50,Mixed,5.8,0.72,1,6.86,Medium
136,Weekend,Walk,0.81,5.79,25,Non-Veg,2.5,0.79,3,8.8,Medium
136,Weekday,Walk,15.09,7.69,0,Non-Veg,2.7,0.86,2,12.04,High
137,Weekend,Bike,8.82,6.51,0,Veg,6.7,0.75,0,8.23,Medium
137,Weekday,EV,9.07,4.49,25,Mixed,6.2,0.92,0,7.73,Medium
137,Weekend,Walk,2.52,8.01,50,Non-Veg,3.1,0.56,1,9.06,Medium
137,Weekend,Bus,7.54,4.58,75,Veg,8.2,0.89,0,4.61,Low
137,Weekend,EV,2.95,6.48,25,Non-Veg,7.0,0.95,0,10.74,Medium
137,Weekend,Bike,11.99,4.62,50,Mixed,5.5,0.66,1,5.79,Low
